timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1507532455796,44,HTTP请求,200,OK,线程组 1-3,text,true,,2781,4,4,44,0
1507532455829,17,HTTP请求,200,OK,线程组 1-6,text,true,,2781,3,3,17,0
1507532455829,21,HTTP请求,200,OK,线程组 1-10,text,true,,2781,2,2,21,0
1507532455840,13,HTTP请求,200,OK,线程组 1-7,text,true,,2781,2,2,13,0
1507532455850,21,HTTP请求,200,OK,线程组 1-10,text,true,,2781,2,2,21,0
1507532455853,27,HTTP请求,200,OK,线程组 1-7,text,true,,2781,2,2,23,0
1507532455872,15,HTTP请求,200,OK,线程组 1-10,text,true,,2781,2,2,15,0
1507532455881,15,HTTP请求,200,OK,线程组 1-7,text,true,,2781,1,1,13,0
1507532455897,26,HTTP请求,200,OK,线程组 1-7,text,true,,2781,1,1,26,0
1507532455924,17,HTTP请求,200,OK,线程组 1-7,text,true,,2781,1,1,16,0
1507532455942,12,HTTP请求,200,OK,线程组 1-7,text,true,,2781,1,1,12,0
1507532455955,20,HTTP请求,200,OK,线程组 1-7,text,true,,2781,1,1,20,0
1507532455976,19,HTTP请求,200,OK,线程组 1-7,text,true,,2781,1,1,18,0
1507628513852,294,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,294,0
1507628513829,315,HTTP请求,200,OK,线程组 1-10,text,true,,2781,10,10,315,0
1507628513895,250,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,250,0
1507628513883,261,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,261,0
1507628513903,243,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,243,0
1507628513858,286,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,286,0
1507628513874,281,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,281,0
1507628513795,355,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,355,0
1507628513783,372,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,361,0
1507628513879,284,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,284,0
1507628514226,49,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,49,0
1507628514232,43,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,43,0
1507628514234,50,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,50,0
1507628514227,58,HTTP请求,200,OK,线程组 1-10,text,true,,2781,10,10,58,0
1507628514233,53,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,53,0
1507628514231,56,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,56,0
1507628514233,54,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,54,0
1507628514229,57,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,57,0
1507628514230,129,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,129,0
1507628514229,131,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,131,0
1507628514288,87,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,87,0
1507628514276,100,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,100,0
1507628514276,100,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,100,0
1507628514289,86,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,86,0
1507628514287,92,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,92,0
1507628514288,87,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,87,0
1507628514290,93,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,93,0
1507628514361,28,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,28,0
1507628514376,26,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,26,0
1507628514376,27,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,27,0
1507628514379,27,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,27,0
1507628514361,46,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,45,0
1507628514378,38,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,38,0
1507628514381,36,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,36,0
1507628514381,44,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,44,0
1507628514384,42,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,41,0
1507628514390,55,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,55,0
1507628514286,159,HTTP请求,200,OK,线程组 1-10,text,true,,2781,10,10,159,0
1507628514408,55,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,55,0
1507628514404,60,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,60,0
1507628514403,62,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,61,0
1507628514418,50,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,50,0
1507628514407,62,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,62,0
1507628514417,51,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,51,0
1507628514446,25,HTTP请求,200,OK,线程组 1-10,text,true,,2781,10,10,25,0
1507628514427,45,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,45,0
1507628514446,28,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,28,0
1507628514426,53,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,53,0
1507628514466,23,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,23,0
1507628514469,36,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,35,0
1507628514470,36,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,36,0
1507628514466,42,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,42,0
1507628514469,49,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,39,0
1507628514472,55,HTTP请求,200,OK,线程组 1-10,text,true,,2781,10,10,55,0
1507628514475,52,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,52,0
1507628514472,59,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,57,0
1507628514481,53,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,53,0
1507628514474,71,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,71,0
1507628514506,48,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,47,0
1507628514507,49,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,49,0
1507628514509,49,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,49,0
1507628514490,77,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,77,0
1507628514534,36,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,33,0
1507628514532,39,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,39,0
1507628514537,36,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,36,0
1507628514556,18,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,18,0
1507628514557,20,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,20,0
1507628514519,60,HTTP请求,200,OK,线程组 1-2,text,true,,2781,10,10,60,0
1507628514528,52,HTTP请求,200,OK,线程组 1-10,text,true,,2781,10,10,51,0
1507628514546,38,HTTP请求,200,OK,线程组 1-7,text,true,,2781,10,10,38,0
1507628514571,21,HTTP请求,200,OK,线程组 1-9,text,true,,2781,10,10,20,0
1507628514572,22,HTTP请求,200,OK,线程组 1-1,text,true,,2781,10,10,22,0
1507628514568,40,HTTP请求,200,OK,线程组 1-6,text,true,,2781,10,10,34,0
1507628514575,36,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,36,0
1507628514563,94,HTTP请求,200,OK,线程组 1-3,text,true,,2781,10,10,94,0
1507628514578,80,HTTP请求,200,OK,线程组 1-4,text,true,,2781,10,10,80,0
1507628514575,84,HTTP请求,200,OK,线程组 1-5,text,true,,2781,10,10,38,0
1507628514612,56,HTTP请求,200,OK,线程组 1-8,text,true,,2781,10,10,56,0
1507628514596,75,HTTP请求,200,OK,线程组 1-1,text,true,,2781,9,9,75,0
1507628514593,81,HTTP请求,200,OK,线程组 1-9,text,true,,2781,9,9,81,0
1507628514580,97,HTTP请求,200,OK,线程组 1-10,text,true,,2781,9,9,97,0
1507628514585,92,HTTP请求,200,OK,线程组 1-7,text,true,,2781,9,9,92,0
1507628514580,96,HTTP请求,200,OK,线程组 1-2,text,true,,2781,9,9,95,0
1507628514662,46,HTTP请求,200,OK,线程组 1-4,text,true,,2781,9,9,46,0
1507628514664,44,HTTP请求,200,OK,线程组 1-5,text,true,,2781,9,9,44,0
1507628514658,54,HTTP请求,200,OK,线程组 1-3,text,true,,2781,8,8,53,0
1507628514609,104,HTTP请求,200,OK,线程组 1-6,text,true,,2781,8,8,104,0
1507628514680,40,HTTP请求,200,OK,线程组 1-7,text,true,,2781,8,8,40,0
1507628514678,43,HTTP请求,200,OK,线程组 1-10,text,true,,2781,8,8,43,0
1507628514678,45,HTTP请求,200,OK,线程组 1-9,text,true,,2781,8,8,45,0
1507628514682,72,HTTP请求,200,OK,线程组 1-2,text,true,,2781,7,7,43,0
1507628514672,83,HTTP请求,200,OK,线程组 1-1,text,true,,2781,7,7,83,0
1507628514713,67,HTTP请求,200,OK,线程组 1-3,text,true,,2781,6,6,67,0
1507628514710,70,HTTP请求,200,OK,线程组 1-5,text,true,,2781,6,6,70,0
1507628514714,68,HTTP请求,200,OK,线程组 1-6,text,true,,2781,5,5,68,0
1507628514721,75,HTTP请求,200,OK,线程组 1-7,text,true,,2781,4,4,75,0
1507628514723,74,HTTP请求,200,OK,线程组 1-10,text,true,,2781,4,4,74,0
1507628514755,64,HTTP请求,200,OK,线程组 1-2,text,true,,2781,3,3,64,0
1507628514781,77,HTTP请求,200,OK,线程组 1-3,text,true,,2781,2,2,77,0
1507628514798,69,HTTP请求,200,OK,线程组 1-10,text,true,,2781,1,1,60,0
